kehadiran_id,karyawan_id,tanggal,waktu_masuk,waktu_keluar,status_kehadiran,keterlambatan_menit,keterangan,nama,jabatan,departemen,tanggal_masuk,gaji_pokok,status_kepegawaian,email,nomor_telepon,durasi_jam,sanksi_potongan,bulan,tahun
9623,23,2025-01-25,2025-01-25 08:10:00,2025-01-25 17:12:00,Hadir,0,Keterangan untuk Hadir,Siti Hidayat,Staff,Marketing,2023-04-28,5841042,Tetap,siti.hidayat@company.com,86002078344,0.0,0.0,January,2025
9624,24,2025-01-25,2025-01-25 08:22:00,2025-01-25 17:15:00,Hadir,0,Keterangan untuk Hadir,Budi Prasetyo,Senior Staff,Marketing,2022-07-23,9331061,Probation,budi.prasetyo@company.com,88380507338,2.0,0.0,January,2025
9625,25,2025-01-25,0,0,Izin,0,Keterangan untuk Izin,Ahmad Rahayu,Senior Staff,HR,2020-10-24,9274131,Tetap,ahmad.rahayu@company.com,88507497883,0.0,0.0,January,2025
9626,26,2025-01-25,2025-01-25 08:28:00,2025-01-25 17:23:00,Hadir,0,Keterangan untuk Hadir,Budi Santoso,Staff,HR,2020-09-03,6785394,Tetap,budi.santoso@company.com,89884231465,0.0,0.0,January,2025
9627,27,2025-01-25,2025-01-25 08:16:00,2025-01-25 17:27:00,Hadir,0,Keterangan untuk Hadir,Dewi Rahayu,Staff,IT,2024-04-19,6246797,Tetap,dewi.rahayu@company.com,83660223333,0.0,0.0,January,2025
9628,28,2025-01-25,2025-01-25 08:01:00,2025-01-25 17:21:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Finance,2021-11-23,8317782,Tetap,eko.anggraini@company.com,86435772945,0.0,0.0,January,2025
9629,29,2025-01-25,2025-01-25 08:08:00,2025-01-25 17:02:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Staff,Finance,2020-01-15,6302665,Probation,ahmad.hermawan@company.com,85278201677,0.0,0.0,January,2025
9630,30,2025-01-25,2025-01-25 08:23:00,2025-01-25 17:18:00,Hadir,15,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2021-06-03,12049206,Kontrak,dewi.prakoso@company.com,82224011538,0.0,0.0,January,2025
9631,31,2025-01-25,2025-01-25 08:02:00,2025-01-25 17:09:00,Hadir,3,Keterangan untuk Hadir,Linda Prakoso,Senior Staff,IT,2024-05-22,7434473,Tetap,linda.prakoso@company.com,82135872495,0.0,0.0,January,2025
9632,32,2025-01-25,2025-01-25 08:12:00,2025-01-25 17:22:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2022-10-07,12876288,Tetap,dewi.prakoso@company.com,88958199946,0.0,0.0,January,2025
9633,33,2025-01-25,2025-01-25 08:27:00,2025-01-25 17:16:00,Hadir,18,Keterangan untuk Hadir,Doni Kusuma,Senior Staff,IT,2020-11-14,8160480,Tetap,doni.kusuma@company.com,85310195918,0.0,0.0,January,2025
9634,34,2025-01-25,2025-01-25 08:14:00,2025-01-25 17:11:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Supervisor,Marketing,2024-12-14,14705227,Tetap,ahmad.hermawan@company.com,81480494664,0.0,0.0,January,2025
9635,35,2025-01-25,2025-01-25 08:24:00,2025-01-25 17:09:00,Hadir,0,Keterangan untuk Hadir,Ahmad Prakoso,Manager,Finance,2024-09-05,18605312,Tetap,ahmad.prakoso@company.com,85474620894,2.0,0.0,January,2025
9636,36,2025-01-25,2025-01-25 08:30:00,2025-01-25 17:23:00,Hadir,0,Keterangan untuk Hadir,Nina Santoso,Senior Staff,HR,2021-11-04,8483435,Probation,nina.santoso@company.com,84993808565,0.0,0.0,January,2025
9637,37,2025-01-25,2025-01-25 08:29:00,2025-01-25 17:17:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hidayat,Staff,IT,2021-12-11,6640783,Kontrak,ahmad.hidayat@company.com,84482141802,0.0,0.0,January,2025
9638,38,2025-01-25,2025-01-25 08:22:00,2025-01-25 17:05:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Manager,Marketing,2020-08-08,16674138,Kontrak,rudi.hidayat@company.com,86796738787,0.0,0.0,January,2025
9639,39,2025-01-25,2025-01-25 08:15:00,2025-01-25 17:09:00,Hadir,21,Keterangan untuk Hadir,Siti Rahayu,Manager,HR,2023-06-09,15582343,Kontrak,siti.rahayu@company.com,87482848011,1.0,0.0,January,2025
9640,40,2025-01-25,2025-01-25 08:15:00,2025-01-25 17:14:00,Hadir,23,Keterangan untuk Hadir,Doni Wati,Manager,IT,2022-03-19,17226893,Tetap,doni.wati@company.com,87161404428,0.0,0.0,January,2025
9641,41,2025-01-25,0,0,Sakit,0,Keterangan untuk Sakit,Nina Prasetyo,Manager,Marketing,2024-04-09,15372341,Probation,nina.prasetyo@company.com,82872852789,2.0,0.0,January,2025
9642,42,2025-01-25,2025-01-25 08:04:00,2025-01-25 17:10:00,Hadir,20,Keterangan untuk Hadir,Doni Prakoso,Supervisor,Finance,2023-02-22,12769918,Probation,doni.prakoso@company.com,84642197907,0.0,0.0,January,2025
9643,43,2025-01-25,2025-01-25 08:03:00,2025-01-25 17:05:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Senior Staff,Marketing,2022-07-23,8240067,Probation,rudi.prakoso@company.com,81546696950,0.0,0.0,January,2025
9644,44,2025-01-25,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Eko Prasetyo,Supervisor,Finance,2023-09-27,10003405,Kontrak,eko.prasetyo@company.com,82232285036,0.0,0.0,January,2025
9645,45,2025-01-25,2025-01-25 08:00:00,2025-01-25 17:17:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Marketing,2023-08-22,7896328,Probation,eko.anggraini@company.com,85659161352,0.0,0.0,January,2025
9646,46,2025-01-25,2025-01-25 08:12:00,2025-01-25 17:15:00,Hadir,0,Keterangan untuk Hadir,Doni Anggraini,Senior Staff,IT,2021-11-10,7942211,Tetap,doni.anggraini@company.com,81632880459,0.0,0.0,January,2025
9647,47,2025-01-25,2025-01-25 08:19:00,2025-01-25 17:13:00,Hadir,0,Keterangan untuk Hadir,Budi Rahayu,Staff,IT,2023-07-21,6207269,Tetap,budi.rahayu@company.com,86944142262,0.0,0.0,January,2025
9648,48,2025-01-25,2025-01-25 08:00:00,2025-01-25 17:04:00,Hadir,0,Keterangan untuk Hadir,Eko Rahayu,Supervisor,IT,2020-07-08,11475444,Probation,eko.rahayu@company.com,87519578899,0.0,0.0,January,2025
9649,49,2025-01-25,2025-01-25 08:23:00,2025-01-25 17:26:00,Hadir,0,Keterangan untuk Hadir,Budi Prakoso,Supervisor,IT,2023-03-26,13897709,Probation,budi.prakoso@company.com,88995059760,0.0,0.0,January,2025
9650,50,2025-01-25,2025-01-25 08:18:00,2025-01-25 17:20:00,Hadir,26,Keterangan untuk Hadir,Linda Hermawan,Supervisor,Finance,2024-08-21,12006939,Kontrak,linda.hermawan@company.com,82889238423,1.0,0.0,January,2025
9651,1,2025-01-26,2025-01-26 08:13:00,2025-01-26 17:09:00,Hadir,0,Keterangan untuk Hadir,Dewi Santoso,Senior Staff,HR,2021-03-24,7429895,Probation,dewi.santoso@company.com,83342331444,0.0,0.0,January,2025
9652,2,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:03:00,Hadir,16,Keterangan untuk Hadir,Maya Prasetyo,Manager,IT,2020-04-08,19239227,Probation,maya.prasetyo@company.com,89703905715,4.0,0.0,January,2025
9653,3,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:06:00,Hadir,0,Keterangan untuk Hadir,Siti Prakoso,Staff,HR,2023-10-09,6697498,Tetap,siti.prakoso@company.com,87110082321,0.0,0.0,January,2025
9654,4,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:26:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2020-02-13,10811315,Kontrak,rudi.hidayat@company.com,88934927891,0.0,0.0,January,2025
9655,5,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:14:00,Hadir,0,Keterangan untuk Hadir,Maya Hermawan,Manager,Marketing,2024-02-13,15661023,Probation,maya.hermawan@company.com,81298737106,0.0,0.0,January,2025
9656,6,2025-01-26,0,0,Izin,0,Keterangan untuk Izin,Siti Hermawan,Manager,HR,2020-07-09,18803481,Probation,siti.hermawan@company.com,88877444318,0.0,0.0,January,2025
9657,7,2025-01-26,2025-01-26 08:16:00,2025-01-26 17:20:00,Hadir,0,Keterangan untuk Hadir,Ahmad Wati,Senior Staff,HR,2022-12-22,9718057,Tetap,ahmad.wati@company.com,84131575764,0.0,0.0,January,2025
9658,8,2025-01-26,2025-01-26 08:29:00,2025-01-26 17:22:00,Hadir,0,Keterangan untuk Hadir,Ahmad Kusuma,Staff,Finance,2024-04-22,5680070,Tetap,ahmad.kusuma@company.com,86649827836,1.0,0.0,January,2025
9659,9,2025-01-26,2025-01-26 08:25:00,2025-01-26 17:30:00,Hadir,0,Keterangan untuk Hadir,Rudi Putri,Supervisor,Finance,2021-11-16,13318800,Probation,rudi.putri@company.com,82970753705,0.0,0.0,January,2025
9660,10,2025-01-26,2025-01-26 08:15:00,2025-01-26 17:25:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2024-07-19,13350414,Kontrak,rudi.hidayat@company.com,85284391408,0.0,0.0,January,2025
9661,11,2025-01-26,2025-01-26 08:01:00,2025-01-26 17:18:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Manager,IT,2020-03-21,16342026,Probation,doni.kusuma@company.com,85567816720,0.0,0.0,January,2025
9662,12,2025-01-26,2025-01-26 08:08:00,2025-01-26 17:16:00,Hadir,7,Keterangan untuk Hadir,Eko Anggraini,Staff,Finance,2024-01-22,6511463,Tetap,eko.anggraini@company.com,88047877267,3.0,0.0,January,2025
9663,13,2025-01-26,2025-01-26 08:22:00,2025-01-26 17:22:00,Hadir,0,Keterangan untuk Hadir,Dewi Hermawan,Staff,HR,2023-01-24,6836796,Probation,dewi.hermawan@company.com,84919706735,2.0,0.0,January,2025
9664,14,2025-01-26,2025-01-26 08:17:00,2025-01-26 17:14:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Supervisor,HR,2022-03-18,14448929,Tetap,rudi.prakoso@company.com,87867414708,0.0,0.0,January,2025
9665,15,2025-01-26,2025-01-26 08:19:00,2025-01-26 17:13:00,Hadir,5,Keterangan untuk Hadir,Linda Santoso,Manager,Finance,2022-04-02,17020577,Probation,linda.santoso@company.com,85067116918,0.0,0.0,January,2025
9666,16,2025-01-26,2025-01-26 08:09:00,2025-01-26 17:21:00,Hadir,25,Keterangan untuk Hadir,Dewi Kusuma,Manager,HR,2021-11-16,19612086,Tetap,dewi.kusuma@company.com,86633778586,0.0,0.0,January,2025
9667,17,2025-01-26,2025-01-26 08:10:00,2025-01-26 17:14:00,Hadir,12,Keterangan untuk Hadir,Nina Kusuma,Staff,IT,2021-04-03,5709016,Tetap,nina.kusuma@company.com,81945826486,2.0,0.0,January,2025
9668,18,2025-01-26,2025-01-26 08:11:00,2025-01-26 17:21:00,Hadir,0,Keterangan untuk Hadir,Dewi Santoso,Supervisor,IT,2020-06-03,14313054,Tetap,dewi.santoso@company.com,83084839399,0.0,0.0,January,2025
9669,19,2025-01-26,2025-01-26 08:16:00,2025-01-26 17:05:00,Hadir,0,Keterangan untuk Hadir,Doni Hidayat,Staff,HR,2023-07-07,5197815,Tetap,doni.hidayat@company.com,88125276666,0.0,0.0,January,2025
9670,20,2025-01-26,2025-01-26 08:18:00,2025-01-26 17:08:00,Hadir,0,Keterangan untuk Hadir,Nina Prasetyo,Staff,Marketing,2020-11-21,6355137,Tetap,nina.prasetyo@company.com,85555296751,0.0,0.0,January,2025
9671,21,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:27:00,Hadir,0,Keterangan untuk Hadir,Nina Putri,Supervisor,HR,2021-09-15,11175934,Kontrak,nina.putri@company.com,86083042422,0.0,0.0,January,2025
9672,22,2025-01-26,2025-01-26 08:09:00,2025-01-26 17:10:00,Hadir,0,Keterangan untuk Hadir,Linda Rahayu,Manager,Marketing,2024-02-02,19534780,Tetap,linda.rahayu@company.com,85161807235,4.0,0.0,January,2025
9673,23,2025-01-26,2025-01-26 08:01:00,2025-01-26 17:05:00,Hadir,0,Keterangan untuk Hadir,Siti Hidayat,Staff,Marketing,2023-04-28,5841042,Tetap,siti.hidayat@company.com,86002078344,1.0,0.0,January,2025
9674,24,2025-01-26,2025-01-26 08:19:00,2025-01-26 17:07:00,Hadir,0,Keterangan untuk Hadir,Budi Prasetyo,Senior Staff,Marketing,2022-07-23,9331061,Probation,budi.prasetyo@company.com,88380507338,0.0,0.0,January,2025
9675,25,2025-01-26,0,0,Izin,0,Keterangan untuk Izin,Ahmad Rahayu,Senior Staff,HR,2020-10-24,9274131,Tetap,ahmad.rahayu@company.com,88507497883,0.0,0.0,January,2025
9676,26,2025-01-26,2025-01-26 08:30:00,2025-01-26 17:28:00,Hadir,0,Keterangan untuk Hadir,Budi Santoso,Staff,HR,2020-09-03,6785394,Tetap,budi.santoso@company.com,89884231465,0.0,0.0,January,2025
9677,27,2025-01-26,2025-01-26 08:29:00,2025-01-26 17:11:00,Hadir,0,Keterangan untuk Hadir,Dewi Rahayu,Staff,IT,2024-04-19,6246797,Tetap,dewi.rahayu@company.com,83660223333,0.0,0.0,January,2025
9678,28,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:19:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Finance,2021-11-23,8317782,Tetap,eko.anggraini@company.com,86435772945,0.0,0.0,January,2025
9679,29,2025-01-26,2025-01-26 08:14:00,2025-01-26 17:24:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Staff,Finance,2020-01-15,6302665,Probation,ahmad.hermawan@company.com,85278201677,0.0,0.0,January,2025
9680,30,2025-01-26,2025-01-26 08:24:00,2025-01-26 17:01:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2021-06-03,12049206,Kontrak,dewi.prakoso@company.com,82224011538,0.0,0.0,January,2025
9681,31,2025-01-26,2025-01-26 08:02:00,2025-01-26 17:13:00,Hadir,0,Keterangan untuk Hadir,Linda Prakoso,Senior Staff,IT,2024-05-22,7434473,Tetap,linda.prakoso@company.com,82135872495,0.0,0.0,January,2025
9682,32,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:08:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2022-10-07,12876288,Tetap,dewi.prakoso@company.com,88958199946,0.0,0.0,January,2025
9683,33,2025-01-26,2025-01-26 08:11:00,2025-01-26 17:03:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Senior Staff,IT,2020-11-14,8160480,Tetap,doni.kusuma@company.com,85310195918,0.0,0.0,January,2025
9684,34,2025-01-26,2025-01-26 08:06:00,2025-01-26 17:15:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Supervisor,Marketing,2024-12-14,14705227,Tetap,ahmad.hermawan@company.com,81480494664,4.0,0.0,January,2025
9685,35,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:01:00,Hadir,0,Keterangan untuk Hadir,Ahmad Prakoso,Manager,Finance,2024-09-05,18605312,Tetap,ahmad.prakoso@company.com,85474620894,0.0,0.0,January,2025
9686,36,2025-01-26,2025-01-26 08:26:00,2025-01-26 17:28:00,Hadir,0,Keterangan untuk Hadir,Nina Santoso,Senior Staff,HR,2021-11-04,8483435,Probation,nina.santoso@company.com,84993808565,2.0,0.0,January,2025
9687,37,2025-01-26,2025-01-26 08:24:00,2025-01-26 17:13:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hidayat,Staff,IT,2021-12-11,6640783,Kontrak,ahmad.hidayat@company.com,84482141802,0.0,0.0,January,2025
9688,38,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:15:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Manager,Marketing,2020-08-08,16674138,Kontrak,rudi.hidayat@company.com,86796738787,0.0,0.0,January,2025
9689,39,2025-01-26,2025-01-26 08:08:00,2025-01-26 17:04:00,Hadir,0,Keterangan untuk Hadir,Siti Rahayu,Manager,HR,2023-06-09,15582343,Kontrak,siti.rahayu@company.com,87482848011,0.0,0.0,January,2025
9690,40,2025-01-26,2025-01-26 08:12:00,2025-01-26 17:05:00,Hadir,22,Keterangan untuk Hadir,Doni Wati,Manager,IT,2022-03-19,17226893,Tetap,doni.wati@company.com,87161404428,0.0,0.0,January,2025
9691,41,2025-01-26,2025-01-26 08:07:00,2025-01-26 17:14:00,Hadir,0,Keterangan untuk Hadir,Nina Prasetyo,Manager,Marketing,2024-04-09,15372341,Probation,nina.prasetyo@company.com,82872852789,1.0,0.0,January,2025
9692,42,2025-01-26,2025-01-26 08:27:00,2025-01-26 17:26:00,Hadir,0,Keterangan untuk Hadir,Doni Prakoso,Supervisor,Finance,2023-02-22,12769918,Probation,doni.prakoso@company.com,84642197907,0.0,0.0,January,2025
9693,43,2025-01-26,2025-01-26 08:05:00,2025-01-26 17:10:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Senior Staff,Marketing,2022-07-23,8240067,Probation,rudi.prakoso@company.com,81546696950,0.0,0.0,January,2025
9694,44,2025-01-26,2025-01-26 08:01:00,2025-01-26 17:07:00,Hadir,0,Keterangan untuk Hadir,Eko Prasetyo,Supervisor,Finance,2023-09-27,10003405,Kontrak,eko.prasetyo@company.com,82232285036,0.0,0.0,January,2025
9695,45,2025-01-26,2025-01-26 08:26:00,2025-01-26 17:24:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Marketing,2023-08-22,7896328,Probation,eko.anggraini@company.com,85659161352,0.0,0.0,January,2025
9696,46,2025-01-26,2025-01-26 08:01:00,2025-01-26 17:00:00,Hadir,0,Keterangan untuk Hadir,Doni Anggraini,Senior Staff,IT,2021-11-10,7942211,Tetap,doni.anggraini@company.com,81632880459,0.0,0.0,January,2025
9697,47,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:20:00,Hadir,0,Keterangan untuk Hadir,Budi Rahayu,Staff,IT,2023-07-21,6207269,Tetap,budi.rahayu@company.com,86944142262,0.0,0.0,January,2025
9698,48,2025-01-26,2025-01-26 08:06:00,2025-01-26 17:23:00,Hadir,1,Keterangan untuk Hadir,Eko Rahayu,Supervisor,IT,2020-07-08,11475444,Probation,eko.rahayu@company.com,87519578899,0.0,0.0,January,2025
9699,49,2025-01-26,2025-01-26 08:06:00,2025-01-26 17:07:00,Hadir,0,Keterangan untuk Hadir,Budi Prakoso,Supervisor,IT,2023-03-26,13897709,Probation,budi.prakoso@company.com,88995059760,0.0,0.0,January,2025
9700,50,2025-01-26,2025-01-26 08:03:00,2025-01-26 17:20:00,Hadir,0,Keterangan untuk Hadir,Linda Hermawan,Supervisor,Finance,2024-08-21,12006939,Kontrak,linda.hermawan@company.com,82889238423,0.0,0.0,January,2025
9701,1,2025-01-27,2025-01-27 08:06:00,2025-01-27 17:17:00,Hadir,16,Keterangan untuk Hadir,Dewi Santoso,Senior Staff,HR,2021-03-24,7429895,Probation,dewi.santoso@company.com,83342331444,1.0,0.0,January,2025
9702,2,2025-01-27,2025-01-27 08:24:00,2025-01-27 17:30:00,Hadir,0,Keterangan untuk Hadir,Maya Prasetyo,Manager,IT,2020-04-08,19239227,Probation,maya.prasetyo@company.com,89703905715,0.0,0.0,January,2025
9703,3,2025-01-27,0,0,Sakit,0,Keterangan untuk Sakit,Siti Prakoso,Staff,HR,2023-10-09,6697498,Tetap,siti.prakoso@company.com,87110082321,0.0,0.0,January,2025
9704,4,2025-01-27,2025-01-27 08:29:00,2025-01-27 17:00:00,Hadir,20,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2020-02-13,10811315,Kontrak,rudi.hidayat@company.com,88934927891,0.0,0.0,January,2025
9705,5,2025-01-27,2025-01-27 08:03:00,2025-01-27 17:18:00,Hadir,0,Keterangan untuk Hadir,Maya Hermawan,Manager,Marketing,2024-02-13,15661023,Probation,maya.hermawan@company.com,81298737106,0.0,0.0,January,2025
9706,6,2025-01-27,2025-01-27 08:20:00,2025-01-27 17:11:00,Hadir,0,Keterangan untuk Hadir,Siti Hermawan,Manager,HR,2020-07-09,18803481,Probation,siti.hermawan@company.com,88877444318,0.0,0.0,January,2025
9707,7,2025-01-27,2025-01-27 08:03:00,2025-01-27 17:15:00,Hadir,0,Keterangan untuk Hadir,Ahmad Wati,Senior Staff,HR,2022-12-22,9718057,Tetap,ahmad.wati@company.com,84131575764,2.0,0.0,January,2025
9708,8,2025-01-27,2025-01-27 08:12:00,2025-01-27 17:17:00,Hadir,0,Keterangan untuk Hadir,Ahmad Kusuma,Staff,Finance,2024-04-22,5680070,Tetap,ahmad.kusuma@company.com,86649827836,0.0,0.0,January,2025
9709,9,2025-01-27,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Rudi Putri,Supervisor,Finance,2021-11-16,13318800,Probation,rudi.putri@company.com,82970753705,0.0,0.0,January,2025
9710,10,2025-01-27,2025-01-27 08:27:00,2025-01-27 17:22:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2024-07-19,13350414,Kontrak,rudi.hidayat@company.com,85284391408,0.0,0.0,January,2025
9711,11,2025-01-27,2025-01-27 08:26:00,2025-01-27 17:22:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Manager,IT,2020-03-21,16342026,Probation,doni.kusuma@company.com,85567816720,0.0,0.0,January,2025
9712,12,2025-01-27,2025-01-27 08:21:00,2025-01-27 17:22:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Staff,Finance,2024-01-22,6511463,Tetap,eko.anggraini@company.com,88047877267,0.0,0.0,January,2025
9713,13,2025-01-27,2025-01-27 08:19:00,2025-01-27 17:21:00,Hadir,0,Keterangan untuk Hadir,Dewi Hermawan,Staff,HR,2023-01-24,6836796,Probation,dewi.hermawan@company.com,84919706735,0.0,0.0,January,2025
9714,14,2025-01-27,2025-01-27 08:10:00,2025-01-27 17:06:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Supervisor,HR,2022-03-18,14448929,Tetap,rudi.prakoso@company.com,87867414708,0.0,0.0,January,2025
9715,15,2025-01-27,2025-01-27 08:14:00,2025-01-27 17:06:00,Hadir,0,Keterangan untuk Hadir,Linda Santoso,Manager,Finance,2022-04-02,17020577,Probation,linda.santoso@company.com,85067116918,0.0,0.0,January,2025
9716,16,2025-01-27,2025-01-27 08:13:00,2025-01-27 17:16:00,Hadir,19,Keterangan untuk Hadir,Dewi Kusuma,Manager,HR,2021-11-16,19612086,Tetap,dewi.kusuma@company.com,86633778586,0.0,0.0,January,2025
9717,17,2025-01-27,2025-01-27 08:08:00,2025-01-27 17:23:00,Hadir,0,Keterangan untuk Hadir,Nina Kusuma,Staff,IT,2021-04-03,5709016,Tetap,nina.kusuma@company.com,81945826486,0.0,0.0,January,2025
9718,18,2025-01-27,2025-01-27 08:17:00,2025-01-27 17:06:00,Hadir,0,Keterangan untuk Hadir,Dewi Santoso,Supervisor,IT,2020-06-03,14313054,Tetap,dewi.santoso@company.com,83084839399,0.0,0.0,January,2025
9719,19,2025-01-27,2025-01-27 08:07:00,2025-01-27 17:19:00,Hadir,0,Keterangan untuk Hadir,Doni Hidayat,Staff,HR,2023-07-07,5197815,Tetap,doni.hidayat@company.com,88125276666,0.0,0.0,January,2025
9720,20,2025-01-27,2025-01-27 08:29:00,2025-01-27 17:29:00,Hadir,14,Keterangan untuk Hadir,Nina Prasetyo,Staff,Marketing,2020-11-21,6355137,Tetap,nina.prasetyo@company.com,85555296751,0.0,0.0,January,2025
9721,21,2025-01-27,2025-01-27 08:06:00,2025-01-27 17:21:00,Hadir,0,Keterangan untuk Hadir,Nina Putri,Supervisor,HR,2021-09-15,11175934,Kontrak,nina.putri@company.com,86083042422,1.0,0.0,January,2025
9722,22,2025-01-27,2025-01-27 08:00:00,2025-01-27 17:07:00,Hadir,0,Keterangan untuk Hadir,Linda Rahayu,Manager,Marketing,2024-02-02,19534780,Tetap,linda.rahayu@company.com,85161807235,0.0,0.0,January,2025
9723,23,2025-01-27,2025-01-27 08:11:00,2025-01-27 17:24:00,Hadir,0,Keterangan untuk Hadir,Siti Hidayat,Staff,Marketing,2023-04-28,5841042,Tetap,siti.hidayat@company.com,86002078344,4.0,0.0,January,2025
9724,24,2025-01-27,2025-01-27 08:30:00,2025-01-27 17:11:00,Hadir,0,Keterangan untuk Hadir,Budi Prasetyo,Senior Staff,Marketing,2022-07-23,9331061,Probation,budi.prasetyo@company.com,88380507338,0.0,0.0,January,2025
9725,25,2025-01-27,2025-01-27 08:21:00,2025-01-27 17:21:00,Hadir,0,Keterangan untuk Hadir,Ahmad Rahayu,Senior Staff,HR,2020-10-24,9274131,Tetap,ahmad.rahayu@company.com,88507497883,0.0,0.0,January,2025
9726,26,2025-01-27,2025-01-27 08:00:00,2025-01-27 17:12:00,Hadir,0,Keterangan untuk Hadir,Budi Santoso,Staff,HR,2020-09-03,6785394,Tetap,budi.santoso@company.com,89884231465,2.0,0.0,January,2025
9727,27,2025-01-27,2025-01-27 08:20:00,2025-01-27 17:16:00,Hadir,23,Keterangan untuk Hadir,Dewi Rahayu,Staff,IT,2024-04-19,6246797,Tetap,dewi.rahayu@company.com,83660223333,4.0,0.0,January,2025
9728,28,2025-01-27,2025-01-27 08:01:00,2025-01-27 17:12:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Finance,2021-11-23,8317782,Tetap,eko.anggraini@company.com,86435772945,0.0,0.0,January,2025
9729,29,2025-01-27,2025-01-27 08:09:00,2025-01-27 17:15:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Staff,Finance,2020-01-15,6302665,Probation,ahmad.hermawan@company.com,85278201677,0.0,0.0,January,2025
9730,30,2025-01-27,2025-01-27 08:09:00,2025-01-27 17:26:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2021-06-03,12049206,Kontrak,dewi.prakoso@company.com,82224011538,3.0,0.0,January,2025
9731,31,2025-01-27,2025-01-27 08:13:00,2025-01-27 17:07:00,Hadir,0,Keterangan untuk Hadir,Linda Prakoso,Senior Staff,IT,2024-05-22,7434473,Tetap,linda.prakoso@company.com,82135872495,1.0,0.0,January,2025
9732,32,2025-01-27,2025-01-27 08:23:00,2025-01-27 17:19:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2022-10-07,12876288,Tetap,dewi.prakoso@company.com,88958199946,0.0,0.0,January,2025
9733,33,2025-01-27,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Doni Kusuma,Senior Staff,IT,2020-11-14,8160480,Tetap,doni.kusuma@company.com,85310195918,3.0,0.0,January,2025
9734,34,2025-01-27,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Ahmad Hermawan,Supervisor,Marketing,2024-12-14,14705227,Tetap,ahmad.hermawan@company.com,81480494664,4.0,0.0,January,2025
9735,35,2025-01-27,2025-01-27 08:27:00,2025-01-27 17:15:00,Hadir,0,Keterangan untuk Hadir,Ahmad Prakoso,Manager,Finance,2024-09-05,18605312,Tetap,ahmad.prakoso@company.com,85474620894,0.0,0.0,January,2025
9736,36,2025-01-27,2025-01-27 08:10:00,2025-01-27 17:11:00,Hadir,0,Keterangan untuk Hadir,Nina Santoso,Senior Staff,HR,2021-11-04,8483435,Probation,nina.santoso@company.com,84993808565,0.0,0.0,January,2025
